Primary Topic Id,,
name,count,
System Dynamics Modeling and Applications,9,
Computational Methods in Drug Discovery,4,
The Study of Economic Institutions and Behavior,2,
Health Effects of Soy Isoflavones and Phytoestrogens,1,
Biomedical Applications of Spectroscopy Techniques,1,
Biological Activities of Triterpenoids and Saponins,1,
Corporate Tax Avoidance and Strategies,1,
Financialization of the Economy,1,
Mathematical Modeling of Cancer Growth and Treatment,1,
Biosynthesis and Engineering of Terpenoids,1,
Existence and Dynamics of Monetary Equilibrium Models,1,
Nutritional Genomics: Personalized Nutrition and Health,1,
Interdependence in Science and Society,1,
Spatial Microsimulation Models for Policy Analysis,1,
